1178	1130-444	0	22807	-1	153034at33208|Pdum_DN72791_c0_g3_i3|-|109|7.205e-26|1|687|1130|1130[1130]:687[687]:444[444]
1263	528-474	0	53442	-1	590416at33208|Pdum_DN76088_c0_g1_i5|-|115|1.126e-27|1|55|528|528[528]:55[55]:474[474]
1287	1052-1050	0	2478	-1	597816at33208|Pdum_DN76979_c2_g1_i14|-|165|9.999e-43|1|3|1052|1052[1052]:3[3]:1050[1050]
1306	3279-441	0	50871	-1	514675at33208|Pdum_DN77765_c0_g2_i1|-|96|5.903e-22|1|2839|3279|3279[3279]:2839[2839]:441[441]
1309	324-321	0	53442	-1	590416at33208|Pdum_DN77881_c1_g1_i4|-|129|6.871e-32|1|4|324|324[324]:4[4]:321[321]
1310	508-375	0	53442	-1	590416at33208|Pdum_DN77862_c4_g1_i4|-|136|5.368e-34|1|134|508|508[508]:134[134]:375[375]
1313	2049-612	0	50871	-1	514675at33208|Pdum_DN77992_c0_g2_i1|-|98|1.476e-22|1|1438|2049|2049[2049]:1438[1438]:612[612]
1358	1767-417	0	20666	-1	514675at33208|Pdum_DN79553_c2_g1_i3|-|50|4.154e-08|1|1351|1767|1767[1767]:1351[1351]:417[417]
1373	1552-861	0	44198	-1	235430at33208|Pdum_DN80129_c0_g2_i7|-|121|1.759e-29|1|692|1552|1552[1552]:692[692]:861[861]
1389	420-387	0	53442	-1	590416at33208|Pdum_DN80756_c2_g1_i2|-|116|5.629e-28|1|34|420|420[420]:34[34]:387[387]
1394	2850-834	0	14680	-1	501396at33208|Pdum_DN80816_c0_g1_i7|-|145|1.048e-36|1|2017|2850|2850[2850]:2017[2017]:834[834]
1434	2847-507	0	12440	-1	514675at33208|Pdum_DN82219_c0_g1_i1|-|79|7.737e-17|1|2341|2847|2847[2847]:2341[2341]:507[507]
1438	1939-339	0	1007	-1	395919at33208|Pdum_DN82394_c0_g1_i9|-|65|1.268e-12|1|1601|1939|1939[1939]:1601[1601]:339[339]
1444	599-483	0	41746	-1	558791at33208|Pdum_DN82540_c0_g1_i6|-|36|0.0006805|1|117|599|599[599]:117[117]:483[483]
1452	322-321	0	53442	-1	590416at33208|Pdum_DN82840_c3_g1_i3|-|110|3.603e-26|1|2|322|322[322]:2[2]:321[321]
1453	1319-672	0	21158	-1	367551at33208|Pdum_DN82890_c0_g2_i1|-|168|1.25e-43|1|648|1319|1319[1319]:648[648]:672[672]
1476	2830-993	0	8793	-1	367596at33208|Pdum_DN83663_c0_g1_i2|-|201|1.455e-53|1|1838|2830|2830[2830]:1838[1838]:993[993]
1486	898-873	0	28738	-1	266808at33208|Pdum_DN83917_c0_g1_i10|-|50|4.154e-08|1|26|898|898[898]:26[26]:873[873]
1491	944-936	0	49503	-1	489997at33208|Pdum_DN84187_c0_g2_i1|-|181|1.526e-47|1|9|944|944[944]:9[9]:936[936]
1520	1762-450	0	12440	-1	514675at33208|Pdum_DN85145_c0_g1_i7|-|44|2.658e-06|1|1313|1762|1762[1762]:1313[1313]:450[450]
1535	833-369	0	53442	-1	590416at33208|Pdum_DN85566_c4_g2_i4|-|113|4.503e-27|1|465|833|833[833]:465[465]:369[369]
1537	1679-639	0	46149	-1	13816at33208|Pdum_DN85646_c0_g1_i3|-|92|9.444e-21|1|1041|1679|1679[1679]:1041[1041]:639[639]
1560	1020-534	0	32893	-1	468710at33208|Pdum_DN86358_c0_g1_i6|-|97|2.951e-22|1|487|1020|1020[1020]:487[487]:534[534]
1564	1403-855	0	41358	-1	266808at33208|Pdum_DN86522_c0_g3_i4|-|85|1.209e-18|1|549|1403|1403[1403]:549[549]:855[855]
1565	1532-381	0	53442	-1	590416at33208|Pdum_DN86523_c0_g1_i11|-|117|2.815e-28|1|1152|1532|1532[1532]:1152[1152]:381[381]
1580	1177-498	0	12440	-1	514675at33208|Pdum_DN86985_c0_g2_i1|-|41|2.127e-05|1|680|1177|1177[1177]:680[680]:498[498]
1584	1137-366	0	34428	-1	395919at33208|Pdum_DN87166_c2_g2_i3|-|56|6.49e-10|1|772|1137|1137[1137]:772[772]:366[366]
1585	2430-816	0	118	-1	235430at33208|Pdum_DN87134_c2_g1_i3|-|106|5.764e-25|1|1615|2430|2430[2430]:1615[1615]:816[816]
1600	940-939	0	28045	-1	280914at33208|Pdum_DN87576_c0_g2_i6|-|298|9.183e-83|1|2|940|940[940]:2[2]:939[939]
1608	505-504	0	50696	-1	273040at33208|Pdum_DN87823_c0_g3_i1|-|186|4.768e-49|1|2|505|505[505]:2[2]:504[504]
1617	832-543	0	53442	-1	590416at33208|Pdum_DN88156_c1_g1_i3|-|60|4.056e-11|1|290|832|832[832]:290[290]:543[543]
1619	1195-1194	0	14423	-1	200997at33208|Pdum_DN88249_c0_g1_i1|-|428|6.746e-122|1|2|1195|1195[1195]:2[2]:1194[1194]
1622	3239-1614	0	52958	-1	349064at33208|Pdum_DN88363_c2_g1_i2|-|164|2e-42|1|1626|3239|3239[3239]:1626[1626]:1614[1614]
1643	1503-648	0	15478	-1	395919at33208|Pdum_DN88947_c1_g1_i4|-|302|5.739e-84|1|856|1503|1503[1503]:856[856]:648[648]
1650	5022-408	0	25546	-1	514675at33208|Pdum_DN89159_c2_g1_i1|-|63|5.07e-12|1|4615|5022|5022[5022]:4615[4615]:408[408]
1670	348-348	0	53442	-1	590416at33208|Pdum_DN89738_c4_g3_i3|-|109|7.205e-26|1|1|348|348[348]:1[1]:348[348]
1677	487-480	0	46149	-1	13816at33208|Pdum_DN89965_c2_g1_i5|-|57|3.245e-10|1|8|487|487[487]:8[8]:480[480]
1681	2186-234	0	46439	-1	13816at33208|Pdum_DN90038_c2_g1_i2|-|50|4.154e-08|1|1953|2186|2186[2186]:1953[1953]:234[234]
1709	2242-1068	0	2478	-1	597816at33208|Pdum_DN90823_c2_g1_i5|-|156|5.12e-40|1|1175|2242|2242[2242]:1175[1175]:1068[1068]
1727	4066-765	0	14115	-1	359532at33208|Pdum_DN91346_c4_g1_i5|-|70|3.961e-14|1|3302|4066|4066[4066]:3302[3302]:765[765]
1745	1345-1149	0	46590	-1	581621at33208|Pdum_DN91810_c4_g1_i9|-|153|4.096e-39|1|197|1345|1345[1345]:197[197]:1149[1149]
1746	2306-852	0	8793	-1	367596at33208|Pdum_DN91977_c0_g1_i1|-|52|1.038e-08|1|1455|2306|2306[2306]:1455[1455]:852[852]
1755	3256-435	0	50871	-1	514675at33208|Pdum_DN92108_c7_g1_i3|-|103|4.611e-24|1|2822|3256|3256[3256]:2822[2822]:435[435]
1766	3750-291	0	1007	-1	395919at33208|Pdum_DN92430_c3_g1_i1|-|46|6.646e-07|1|3460|3750|3750[3750]:3460[3460]:291[291]
1769	1417+291	0	1007	1	395919at33208|Pdum_DN92523_c0_g2_i8|+|36|0.0006805|1|1417|1707|1417[1417]:1707[1707]:291[291]
1769	730+561	0	32893	1	468710at33208|Pdum_DN92523_c0_g2_i8|+|97|2.951e-22|1|730|1290|730[730]:1290[1290]:561[561]
1790	389-390	0	32893	-1	468710at33208|Pdum_DN521_c0_g2_i1|-|57|3.245e-10|1|0|389|389[389]:0[0]:390[390]
1890	2619-882	0	8793	-1	367596at33208|Pdum_DN63641_c0_g1_i1|-|94|2.361e-21|1|1738|2619|2619[2619]:1738[1738]:882[882]
1950	1459-357	0	34428	-1	395919at33208|Pdum_DN67557_c0_g1_i4|-|45|1.329e-06|1|1103|1459|1459[1459]:1103[1103]:357[357]
1972	304-303	0	17776	-1	539600at33208|Pdum_DN68537_c0_g1_i1|-|115|1.126e-27|1|2|304|304[304]:2[2]:303[303]
2003	1400-294	0	1007	-1	395919at33208|Pdum_DN69997_c4_g1_i2|-|39|8.506e-05|1|1107|1400|1400[1400]:1107[1107]:294[294]
2003	2096-573	0	32893	-1	468710at33208|Pdum_DN69997_c4_g1_i2|-|82|9.671e-18|1|1524|2096|2096[2096]:1524[1524]:573[573]
2005	1166-657	0	5629	-1	623324at33208|Pdum_DN69922_c0_g1_i3|-|135|1.074e-33|1|510|1166|1166[1166]:510[510]:657[657]
2020	792-306	0	1007	-1	395919at33208|Pdum_DN70572_c3_g3_i2|-|40|4.253e-05|1|487|792|792[792]:487[487]:306[306]
2020	1449-525	0	32893	-1	468710at33208|Pdum_DN70572_c3_g3_i2|-|93|4.722e-21|1|925|1449|1449[1449]:925[925]:525[525]
2023	1423-879	0	46195	-1	396237at33208|Pdum_DN70725_c0_g1_i2|-|74|2.476e-15|1|545|1423|1423[1423]:545[545]:879[879]
2043	1319-354	0	1007	-1	395919at33208|Pdum_DN71590_c6_g1_i1|-|51|2.077e-08|1|966|1319|1319[1319]:966[966]:354[354]
2066	451-384	0	53442	-1	590416at33208|Pdum_DN72407_c2_g3_i8|-|100|3.689e-23|1|68|451|451[451]:68[68]:384[384]
2076	1108-321	0	1007	-1	395919at33208|Pdum_DN72899_c7_g2_i4|-|48|1.661e-07|1|788|1108|1108[1108]:788[788]:321[321]
2079	1927+1812	0	11428	1	530431at33208|Pdum_DN73007_c1_g2_i7|+|333|2.673e-93|1|1927|3738|1927[1927]:3738[3738]:1812[1812]
2097	1329-273	0	1007	-1	395919at33208|Pdum_DN73719_c2_g1_i7|-|37|0.0003403|1|1057|1329|1329[1329]:1057[1057]:273[273]
2112	1787-195	0	21182	-1	456998at33208|Pdum_DN74247_c0_g6_i1|-|56|6.49e-10|1|1593|1787|1787[1787]:1593[1593]:195[195]
2137	1074-468	0	35574	-1	257339at33208|Pdum_DN75215_c0_g1_i1|-|54|2.596e-09|1|607|1074|1074[1074]:607[607]:468[468]
2158	1053-369	0	53442	-1	590416at33208|Pdum_DN76041_c1_g2_i2|-|100|3.689e-23|1|685|1053|1053[1053]:685[685]:369[369]
2191	1621-363	0	53442	-1	590416at33208|Pdum_DN77318_c0_g1_i1|-|102|9.223e-24|1|1259|1621|1621[1621]:1259[1259]:363[363]
2192	1537-603	0	20920	-1	561943at33208|Pdum_DN77319_c2_g1_i1|-|49|8.307e-08|1|935|1537|1537[1537]:935[935]:603[603]
2205	385-372	0	53442	-1	590416at33208|Pdum_DN77862_c4_g4_i2|-|126|5.497e-31|1|14|385|385[385]:14[14]:372[372]
2223	1604-339	0	1007	-1	395919at33208|Pdum_DN78515_c1_g2_i12|-|54|2.596e-09|1|1266|1604|1604[1604]:1266[1266]:339[339]
2228	1355-456	0	50871	-1	514675at33208|Pdum_DN78690_c2_g1_i4|-|96|5.903e-22|1|900|1355|1355[1355]:900[900]:456[456]
2232	2497-2484	0	15227	-1	224280at33208|Pdum_DN78805_c4_g1_i2|-|582|2.954e-168|1|14|2497|2497[2497]:14[14]:2484[2484]
2270	4301+333	0	1007	1	395919at33208|Pdum_DN80230_c3_g2_i4|+|46|6.646e-07|1|4301|4633|4301[4301]:4633[4633]:333[333]
2276	865-861	0	4654	-1	289235at33208|Pdum_DN80403_c0_g1_i7|-|359|3.982e-101|1|5|865|865[865]:5[5]:861[861]
2281	1520-477	0	19747	-1	559732at33208|Pdum_DN80698_c0_g1_i1|-|53|5.192e-09|1|1044|1520|1520[1520]:1044[1044]:477[477]
2281	848-435	0	36098	-1	630073at33208|Pdum_DN80698_c0_g1_i1|-|111|1.801e-26|1|414|848|848[848]:414[414]:435[435]
2284	451-393	0	53442	-1	590416at33208|Pdum_DN80756_c2_g2_i11|-|135|1.074e-33|1|59|451|451[451]:59[59]:393[393]
2293	3570-570	0	38094	-1	601875at33208|Pdum_DN81058_c0_g1_i1|-|104|2.306e-24|1|3001|3570|3570[3570]:3001[3001]:570[570]
2318	4629-1803	0	11428	-1	530431at33208|Pdum_DN81868_c0_g1_i4|-|284|1.505e-78|1|2827|4629|4629[4629]:2827[2827]:1803[1803]
2344	2466-372	0	53442	-1	590416at33208|Pdum_DN82711_c1_g1_i1|-|119|7.036e-29|1|2095|2466|2466[2466]:2095[2095]:372[372]
2364	1551-771	0	13698	-1	452574at33208|Pdum_DN83488_c0_g1_i7|-|51|2.077e-08|1|781|1551|1551[1551]:781[781]:771[771]
2366	2629-774	0	37404	-1	216563at33208|Pdum_DN83493_c0_g2_i9|-|141|1.678e-35|1|1856|2629|2629[2629]:1856[1856]:774[774]
2370	841-249	0	49570	-1	216563at33208|Pdum_DN83602_c0_g1_i2|-|55|1.298e-09|1|593|841|841[841]:593[593]:249[249]
2371	2370-1806	0	44489	-1	164767at33208|Pdum_DN83655_c1_g1_i2|-|51|2.077e-08|1|565|2370|2370[2370]:565[565]:1806[1806]
2373	513-387	0	53442	-1	590416at33208|Pdum_DN83794_c1_g1_i2|-|96|5.903e-22|1|127|513|513[513]:127[127]:387[387]
2382	991-987	0	40251	-1	397019at33208|Pdum_DN84096_c0_g1_i9|-|78|1.547e-16|1|5|991|991[991]:5[5]:987[987]
2384	862-447	0	8003	-1	378913at33208|Pdum_DN84010_c2_g3_i2|-|203|3.638e-54|1|416|862|862[862]:416[416]:447[447]
2393	762-375	0	53442	-1	590416at33208|Pdum_DN84307_c2_g2_i4|-|120|3.518e-29|1|388|762|762[762]:388[388]:375[375]
2402	522-519	0	32893	-1	468710at33208|Pdum_DN84601_c0_g1_i1|-|100|3.689e-23|1|4|522|522[522]:4[4]:519[519]
2407	3958-1116	0	2478	-1	597816at33208|Pdum_DN84890_c0_g1_i1|-|182|7.629e-48|1|2843|3958|3958[3958]:2843[2843]:1116[1116]
2407	2212-363	0	53442	-1	590416at33208|Pdum_DN84890_c0_g1_i1|-|106|5.764e-25|1|1850|2212|2212[2212]:1850[1850]:363[363]
2434	1328-987	0	46590	-1	581621at33208|Pdum_DN85741_c3_g2_i4|-|94|2.361e-21|1|342|1328|1328[1328]:342[342]:987[987]
2436	1366-1362	0	38194	-1	530431at33208|Pdum_DN85758_c0_g1_i1|-|289|4.702e-80|1|5|1366|1366[1366]:5[5]:1362[1362]
2474	639-330	0	4383	-1	539234at33208|Pdum_DN86991_c0_g2_i4|-|44|2.658e-06|1|310|639|639[639]:310[310]:330[330]
2530	2940-501	0	50871	-1	514675at33208|Pdum_DN88610_c1_g1_i5|-|87|3.022e-19|1|2440|2940|2940[2940]:2440[2440]:501[501]
2536	2066-750	0	46149	-1	13816at33208|Pdum_DN88836_c1_g1_i2|-|106|5.764e-25|1|1317|2066|2066[2066]:1317[1317]:750[750]
2546	454-402	0	53442	-1	590416at33208|Pdum_DN89155_c2_g1_i4|-|74|2.476e-15|1|53|454|454[454]:53[53]:402[402]
2560	502-501	0	48744	-1	367957at33208|Pdum_DN89576_c4_g3_i1|-|218|1.11e-58|1|2|502|502[502]:2[2]:501[501]
2565	590-372	0	53442	-1	590416at33208|Pdum_DN89738_c4_g2_i5|-|138|1.342e-34|1|219|590|590[590]:219[219]:372[372]
2593	1167-945	0	28738	-1	266808at33208|Pdum_DN90517_c4_g2_i3|-|56|6.49e-10|1|223|1167|1167[1167]:223[223]:945[945]
2624	784-759	0	14115	-1	359532at33208|Pdum_DN91445_c2_g1_i3|-|51|2.077e-08|1|26|784|784[784]:26[26]:759[759]
2629	1078-858	0	27172	-1	235430at33208|Pdum_DN91578_c1_g1_i1|-|45|1.329e-06|1|221|1078|1078[1078]:221[221]:858[858]
2646	1779-321	0	32893	-1	468710at33208|Pdum_DN92088_c5_g1_i8|-|51|2.077e-08|1|1459|1779|1779[1779]:1459[1459]:321[321]
2660	7696-5154	0	19415	-1	164767at33208|Pdum_DN92453_c3_g1_i3|-|725|2.65e-211|1|2543|7696|7696[7696]:2543[2543]:5154[5154]
2677	1627-771	0	14115	-1	359532at33208|Pdum_DN92820_c4_g1_i3|-|62|1.014e-11|1|857|1627|1627[1627]:857[857]:771[771]
2678	9183-1089	0	17040	-1	367551at33208|Pdum_DN92841_c1_g1_i2|-|212|7.105e-57|1|8095|9183|9183[9183]:8095[8095]:1089[1089]
2679	3184-774	0	32766	-1	495100at33208|Pdum_DN92837_c4_g1_i3|-|46|6.646e-07|1|2411|3184|3184[3184]:2411[2411]:774[774]
2765	710-711	0	49564	-1	266469at33208|Pdum_DN61422_c0_g1_i5|-|142|8.388e-36|1|0|710|710[710]:0[0]:711[711]
2815	650-222	0	13173	-1	436539at33208|Pdum_DN65910_c0_g1_i1|-|47|3.323e-07|1|429|650|650[650]:429[429]:222[222]
2825	993-258	0	34077	-1	449056at33208|Pdum_DN66569_c2_g1_i3|-|37|0.0003403|1|736|993|993[993]:736[736]:258[258]
2828	1002-822	0	45983	-1	235430at33208|Pdum_DN66770_c0_g1_i1|-|68|1.584e-13|1|181|1002|1002[1002]:181[181]:822[822]
2860	2078-1650	0	52958	-1	349064at33208|Pdum_DN68234_c0_g1_i2|-|321|1.095e-89|1|429|2078|2078[2078]:429[429]:1650[1650]
2876	349-339	0	53442	-1	590416at33208|Pdum_DN68959_c0_g1_i2|-|62|1.014e-11|1|11|349|349[349]:11[11]:339[339]
2878	4023-1395	0	4323	-1	367596at33208|Pdum_DN69090_c3_g1_i1|-|87|3.022e-19|1|2629|4023|4023[4023]:2629[2629]:1395[1395]
2880	1681-513	0	17754	-1	450643at33208|Pdum_DN69132_c2_g1_i1|-|37|0.0003403|1|1169|1681|1681[1681]:1169[1169]:513[513]
2887	494-402	0	24668	-1	525888at33208|Pdum_DN69428_c0_g1_i13|-|59|8.112e-11|1|93|494|494[494]:93[93]:402[402]
2908	1906-174	0	31572	-1	436539at33208|Pdum_DN70379_c0_g1_i14|-|36|0.0006805|1|1733|1906|1906[1906]:1733[1733]:174[174]
2914	3903-815	0	49264	-1	601886at33208|Pdum_DN70567_c1_g1_i4|-|133|4.295e-33|2|3089|3903|3903[3903]:3250[3250]:654[654]|3208[3208]:3089[3089]:120[120]
2958	2200-1716	0	17568	-1	432050at33208|Pdum_DN72369_c0_g1_i2|-|349|4.078e-98|1|485|2200|2200[2200]:485[485]:1716[1716]
2968	1780+327	0	1007	1	395919at33208|Pdum_DN72794_c4_g3_i3|+|57|3.245e-10|1|1780|2106|1780[1780]:2106[2106]:327[327]
3012	722-384	0	47732	-1	514675at33208|Pdum_DN74583_c0_g2_i2|-|66|6.338e-13|1|339|722|722[722]:339[339]:384[384]
3037	3924-552	0	42630	-1	266808at33208|Pdum_DN75461_c3_g1_i3|-|62|1.014e-11|1|3373|3924|3924[3924]:3373[3373]:552[552]
3055	1321-441	0	37771	-1	436539at33208|Pdum_DN76182_c1_g1_i1|-|61|2.028e-11|1|881|1321|1321[1321]:881[881]:441[441]
3066	472-321	0	1007	-1	395919at33208|Pdum_DN76531_c2_g1_i1|-|56|6.49e-10|1|152|472|472[472]:152[152]:321[321]
